[ 6 , 6 ], 32, [ 7 , 4 ]
[ 6 , 4 ], 14, [ 7 , 6 ]
[ 4 , 3 ], 41, [ 7 , 0 ]
[ 5 , 6 ], 30, [ 3 , 7 ]
[ 0 , 1 ], 36, [ 3 , 7 ]
[ 0 , 6 ], 38, [ 0 , 7 ]
[ 3 , 3 ], 10, [ 7 , 0 ]
[ 3 , 6 ], 34, [ 7 , 1 ]
[ 2 , 4 ], 43, [ 1 , 3 ]
[ 5 , 1 ], 43, [ 7 , 3 ]
[ 5 , 3 ], 30, [ 0 , 7 ]
[ 7 , 6 ], 20, [ 0 , 0 ]
[ 1 , 2 ], 48, [ 1 , 7 ]
[ 6 , 4 ], 38, [ 7 , 2 ]
[ 7 , 1 ], 45, [ 7 , 7 ]
[ 2 , 4 ], 47, [ 0 , 6 ]
[ 1 , 2 ], 38, [ 0 , 0 ]
[ 0 , 4 ], 18, [ 7 , 0 ]
[ 1 , 2 ], 22, [ 0 , 0 ]
[ 7 , 2 ], 48, [ 1 , 1 ]
[ 5 , 2 ], 17, [ 0 , 7 ]
[ 5 , 6 ], 28, [ 1 , 7 ]
[ 3 , 6 ], 29, [ 7 , 6 ]
[ 6 , 2 ], 42, [ 4 , 7 ]
[ 7 , 7 ], 52, [ 2 , 7 ]
[ 3 , 2 ], 26, [ 0 , 4 ]
[ 1 , 3 ], 46, [ 2 , 7 ]
[ 2 , 4 ], 21, [ 0 , 0 ]
[ 6 , 6 ], 40, [ 6 , 1 ]
[ 7 , 1 ], 36, [ 0 , 1 ]
[ 1 , 2 ], 50, [ 7 , 1 ]
[ 5 , 1 ], 43, [ 7 , 3 ]
[ 7 , 1 ], 48, [ 3 , 0 ]
[ 7 , 1 ], 27, [ 5 , 7 ]
[ 0 , 6 ], 37, [ 7 , 7 ]
[ 2 , 2 ], 48, [ 4 , 7 ]
[ 3 , 0 ], 43, [ 1 , 0 ]
[ 6 , 3 ], 42, [ 0 , 0 ]
[ 7 , 2 ], 28, [ 0 , 6 ]
[ 2 , 2 ], 34, [ 4 , 3 ]
[ 6 , 2 ], 30, [ 7 , 0 ]
[ 3 , 6 ], 21, [ 0 , 7 ]
[ 1 , 0 ], 50, [ 6 , 2 ]
[ 1 , 6 ], 22, [ 7 , 1 ]
[ 0 , 0 ], 49, [ 7 , 5 ]
[ 2 , 7 ], 21, [ 4 , 7 ]
[ 6 , 1 ], 35, [ 4 , 7 ]
[ 7 , 5 ], 23, [ 7 , 7 ]
[ 6 , 6 ], 43, [ 7 , 7 ]
[ 3 , 2 ], 35, [ 7 , 6 ]
[ 5 , 5 ], 24, [ 7 , 6 ]
[ 2 , 1 ], 50, [ 6 , 6 ]
[ 7 , 5 ], 37, [ 4 , 6 ]
[ 2 , 3 ], 36, [ 1 , 7 ]
[ 0 , 6 ], 45, [ 0 , 0 ]
[ 6 , 5 ], 25, [ 0 , 3 ]
[ 3 , 6 ], 28, [ 7 , 1 ]
[ 4 , 5 ], 36, [ 0 , 0 ]
[ 6 , 3 ], 34, [ 7 , 1 ]
[ 4 , 6 ], 42, [ 6 , 7 ]
[ 6 , 4 ], 49, [ 0 , 0 ]
[ 2 , 1 ], 30, [ 7 , 1 ]
[ 5 , 3 ], 32, [ 6 , 7 ]
[ 1 , 5 ], 43, [ 0 , 6 ]
[ 3 , 7 ], 40, [ 0 , 5 ]
[ 5 , 3 ], 53, [ 7 , 1 ]
[ 1 , 1 ], 47, [ 7 , 7 ]
[ 5 , 0 ], 48, [ 7 , 7 ]
[ 3 , 7 ], 29, [ 7 , 5 ]
[ 3 , 3 ], 43, [ 2 , 0 ]
[ 5 , 3 ], 15, [ 1 , 1 ]
[ 6 , 2 ], 30, [ 7 , 0 ]
[ 7 , 1 ], 25, [ 0 , 6 ]
[ 5 , 6 ], 38, [ 4 , 0 ]
[ 1 , 3 ], 48, [ 6 , 1 ]
[ 7 , 1 ], 16, [ 0 , 1 ]
[ 4 , 4 ], 44, [ 7 , 6 ]
[ 1 , 1 ], 29, [ 0 , 0 ]
[ 5 , 6 ], 12, [ 7 , 1 ]
[ 6 , 2 ], 18, [ 7 , 0 ]
[ 3 , 7 ], 31, [ 7 , 3 ]
[ 2 , 1 ], 39, [ 7 , 0 ]
[ 6 , 7 ], 43, [ 0 , 7 ]
[ 1 , 2 ], 46, [ 0 , 4 ]
[ 2 , 2 ], 40, [ 2 , 1 ]
[ 6 , 3 ], 45, [ 0 , 3 ]
[ 0 , 5 ], 52, [ 0 , 0 ]
[ 5 , 4 ], 42, [ 4 , 0 ]
[ 6 , 7 ], 28, [ 0 , 0 ]
[ 1 , 1 ], 32, [ 2 , 7 ]
[ 2 , 1 ], 31, [ 0 , 7 ]
[ 2 , 6 ], 13, [ 7 , 7 ]
[ 1 , 1 ], 45, [ 1 , 7 ]
[ 2 , 1 ], 32, [ 7 , 7 ]
[ 4 , 4 ], 39, [ 3 , 3 ]
[ 2 , 5 ], 28, [ 0 , 2 ]
[ 1 , 7 ], 19, [ 0 , 0 ]
[ 0 , 0 ], 32, [ 0 , 7 ]
[ 6 , 0 ], 39, [ 3 , 1 ]
[ 0 , 4 ], 37, [ 7 , 7 ]
[ 4 , 1 ], 39, [ 6 , 1 ]
[ 1 , 1 ], 48, [ 7 , 6 ]
[ 6 , 5 ], 28, [ 7 , 3 ]
[ 6 , 7 ], 23, [ 7 , 0 ]
[ 4 , 2 ], 19, [ 1 , 7 ]
[ 2 , 7 ], 26, [ 0 , 4 ]
[ 2 , 6 ], 33, [ 3 , 7 ]
[ 1 , 7 ], 29, [ 7 , 5 ]
[ 2 , 0 ], 20, [ 7 , 0 ]
[ 7 , 1 ], 34, [ 6 , 7 ]
[ 0 , 0 ], 34, [ 0 , 1 ]
[ 3 , 3 ], 17, [ 3 , 7 ]
[ 0 , 5 ], 40, [ 0 , 0 ]
[ 5 , 6 ], 48, [ 7 , 1 ]
[ 7 , 1 ], 25, [ 4 , 0 ]
[ 6 , 5 ], 36, [ 7 , 7 ]
[ 2 , 0 ], 31, [ 7 , 1 ]
[ 6 , 1 ], 28, [ 7 , 7 ]
[ 6 , 7 ], 28, [ 0 , 4 ]
[ 2 , 4 ], 25, [ 7 , 7 ]
[ 1 , 1 ], 28, [ 0 , 1 ]
[ 1 , 6 ], 27, [ 2 , 7 ]
[ 7 , 4 ], 45, [ 5 , 0 ]
[ 2 , 3 ], 49, [ 7 , 2 ]
[ 2 , 5 ], 30, [ 7 , 1 ]
[ 0 , 3 ], 31, [ 6 , 1 ]
[ 4 , 6 ], 39, [ 7 , 7 ]
[ 7 , 2 ], 20, [ 0 , 0 ]
[ 6 , 6 ], 16, [ 0 , 7 ]
[ 0 , 5 ], 54, [ 3 , 3 ]
[ 3 , 5 ], 33, [ 1 , 1 ]
[ 6 , 7 ], 34, [ 0 , 0 ]
[ 1 , 4 ], 42, [ 7 , 1 ]
[ 7 , 2 ], 48, [ 7 , 1 ]
[ 6 , 4 ], 49, [ 0 , 2 ]
[ 0 , 2 ], 40, [ 6 , 1 ]
[ 2 , 4 ], 23, [ 0 , 2 ]
[ 2 , 2 ], 38, [ 0 , 1 ]
[ 1 , 3 ], 37, [ 7 , 7 ]
[ 5 , 5 ], 13, [ 7 , 3 ]
[ 6 , 7 ], 25, [ 0 , 7 ]
[ 1 , 6 ], 33, [ 0 , 7 ]
[ 3 , 0 ], 42, [ 7 , 1 ]
[ 0 , 6 ], 20, [ 0 , 7 ]
[ 7 , 0 ], 54, [ 7 , 7 ]
[ 7 , 7 ], 37, [ 0 , 6 ]
[ 7 , 2 ], 29, [ 7 , 0 ]
[ 6 , 3 ], 25, [ 7 , 6 ]
[ 6 , 6 ], 41, [ 4 , 0 ]
[ 3 , 1 ], 44, [ 3 , 0 ]
[ 0 , 3 ], 55, [ 2 , 1 ]
[ 1 , 3 ], 42, [ 4 , 7 ]
[ 0 , 0 ], 45, [ 0 , 4 ]
[ 0 , 4 ], 32, [ 7 , 6 ]
[ 5 , 1 ], 40, [ 4 , 3 ]
[ 7 , 6 ], 41, [ 3 , 6 ]
[ 7 , 0 ], 36, [ 7 , 7 ]
[ 3 , 5 ], 34, [ 6 , 7 ]
[ 2 , 4 ], 22, [ 0 , 1 ]
[ 5 , 1 ], 42, [ 3 , 2 ]
[ 3 , 4 ], 30, [ 1 , 1 ]
[ 3 , 7 ], 38, [ 1 , 0 ]
[ 5 , 6 ], 25, [ 7 , 2 ]
[ 5 , 6 ], 34, [ 7 , 7 ]
[ 5 , 2 ], 21, [ 7 , 6 ]
[ 0 , 3 ], 16, [ 0 , 0 ]
[ 6 , 2 ], 16, [ 7 , 0 ]
[ 7 , 2 ], 18, [ 0 , 0 ]
[ 7 , 4 ], 29, [ 7 , 0 ]
[ 3 , 4 ], 44, [ 6 , 0 ]
[ 2 , 4 ], 32, [ 7 , 0 ]
[ 5 , 0 ], 42, [ 2 , 0 ]
[ 6 , 3 ], 23, [ 7 , 6 ]
[ 4 , 4 ], 37, [ 4 , 6 ]
[ 1 , 1 ], 47, [ 0 , 2 ]
[ 1 , 2 ], 21, [ 0 , 1 ]
[ 2 , 0 ], 41, [ 1 , 1 ]
[ 5 , 0 ], 39, [ 0 , 7 ]
[ 3 , 0 ], 18, [ 1 , 1 ]
[ 5 , 6 ], 36, [ 7 , 5 ]
[ 4 , 5 ], 31, [ 6 , 1 ]
[ 2 , 7 ], 40, [ 1 , 7 ]
[ 3 , 6 ], 34, [ 7 , 7 ]
[ 4 , 4 ], 43, [ 7 , 1 ]
[ 0 , 0 ], 44, [ 3 , 6 ]
[ 6 , 7 ], 24, [ 0 , 0 ]
[ 6 , 4 ], 51, [ 7 , 7 ]
[ 5 , 7 ], 33, [ 0 , 0 ]
[ 1 , 5 ], 38, [ 5 , 0 ]
[ 0 , 1 ], 36, [ 0 , 0 ]
[ 0 , 2 ], 30, [ 0 , 1 ]
[ 0 , 2 ], 28, [ 7 , 0 ]
[ 7 , 2 ], 23, [ 1 , 0 ]
[ 6 , 1 ], 43, [ 1 , 0 ]
[ 7 , 2 ], 13, [ 0 , 7 ]
[ 1 , 3 ], 42, [ 1 , 0 ]
[ 2 , 7 ], 43, [ 0 , 7 ]
[ 2 , 7 ], 46, [ 0 , 6 ]
[ 7 , 2 ], 46, [ 0 , 6 ]
[ 1 , 4 ], 41, [ 0 , 7 ]
[ 6 , 2 ], 24, [ 4 , 7 ]
[ 0 , 7 ], 15, [ 0 , 1 ]
[ 4 , 3 ], 26, [ 0 , 6 ]
[ 0 , 3 ], 33, [ 7 , 0 ]
[ 3 , 6 ], 52, [ 4 , 0 ]
[ 3 , 0 ], 38, [ 3 , 7 ]
[ 2 , 0 ], 31, [ 0 , 0 ]
[ 2 , 6 ], 33, [ 7 , 7 ]
[ 3 , 3 ], 36, [ 0 , 7 ]
[ 4 , 0 ], 38, [ 7 , 0 ]
[ 1 , 7 ], 37, [ 0 , 4 ]
[ 5 , 7 ], 41, [ 7 , 7 ]
[ 2 , 4 ], 53, [ 6 , 0 ]
[ 6 , 7 ], 16, [ 7 , 3 ]
[ 6 , 2 ], 18, [ 7 , 0 ]
[ 1 , 2 ], 31, [ 2 , 3 ]
[ 3 , 4 ], 50, [ 7 , 7 ]
[ 7 , 2 ], 45, [ 7 , 0 ]
[ 0 , 2 ], 40, [ 0 , 7 ]
[ 7 , 6 ], 29, [ 0 , 1 ]
[ 3 , 1 ], 28, [ 1 , 0 ]
[ 1 , 2 ], 18, [ 0 , 0 ]
[ 7 , 7 ], 34, [ 7 , 0 ]
[ 7 , 3 ], 39, [ 0 , 0 ]
[ 1 , 6 ], 26, [ 7 , 1 ]
[ 4 , 2 ], 40, [ 7 , 4 ]
[ 1 , 6 ], 17, [ 6 , 1 ]
[ 1 , 4 ], 20, [ 3 , 7 ]
[ 4 , 2 ], 38, [ 6 , 7 ]
[ 2 , 3 ], 33, [ 7 , 0 ]
[ 5 , 5 ], 44, [ 0 , 1 ]
[ 5 , 2 ], 18, [ 6 , 6 ]
[ 7 , 2 ], 32, [ 0 , 0 ]
[ 1 , 5 ], 44, [ 4 , 7 ]
[ 2 , 3 ], 34, [ 0 , 0 ]
[ 1 , 6 ], 47, [ 0 , 7 ]
[ 1 , 4 ], 10, [ 1 , 7 ]
[ 7 , 2 ], 32, [ 0 , 0 ]
[ 6 , 6 ], 53, [ 7 , 7 ]
[ 5 , 5 ], 34, [ 7 , 0 ]
[ 0 , 7 ], 35, [ 0 , 3 ]
[ 3 , 3 ], 39, [ 0 , 4 ]
[ 1 , 4 ], 29, [ 6 , 3 ]
[ 4 , 6 ], 38, [ 7 , 0 ]
[ 3 , 5 ], 31, [ 1 , 7 ]
[ 1 , 1 ], 34, [ 1 , 0 ]
[ 4 , 4 ], 37, [ 7 , 7 ]
[ 7 , 6 ], 30, [ 0 , 2 ]
[ 0 , 7 ], 44, [ 0 , 0 ]
[ 6 , 4 ], 18, [ 7 , 4 ]
[ 5 , 1 ], 35, [ 0 , 0 ]
[ 6 , 1 ], 41, [ 1 , 6 ]
[ 3 , 0 ], 20, [ 6 , 0 ]
[ 6 , 5 ], 17, [ 1 , 0 ]
[ 4 , 2 ], 8, [ 7 , 0 ]
[ 2 , 5 ], 26, [ 7 , 7 ]
[ 4 , 2 ], 24, [ 5 , 0 ]
[ 1 , 4 ], 28, [ 0 , 0 ]
[ 1 , 1 ], 32, [ 3 , 0 ]
[ 4 , 3 ], 19, [ 0 , 7 ]
[ 2 , 3 ], 31, [ 4 , 7 ]
[ 5 , 3 ], 21, [ 2 , 0 ]
[ 5 , 0 ], 23, [ 6 , 7 ]
[ 2 , 6 ], 12, [ 7 , 0 ]
[ 5 , 5 ], 36, [ 6 , 7 ]
[ 1 , 6 ], 43, [ 6 , 1 ]
[ 0 , 3 ], 35, [ 6 , 7 ]
[ 2 , 2 ], 33, [ 0 , 0 ]
[ 1 , 0 ], 26, [ 7 , 7 ]
[ 4 , 1 ], 46, [ 0 , 4 ]
[ 7 , 3 ], 52, [ 7 , 6 ]
[ 0 , 5 ], 37, [ 6 , 7 ]
[ 7 , 3 ], 35, [ 6 , 0 ]
[ 4 , 4 ], 43, [ 0 , 6 ]
[ 0 , 2 ], 40, [ 6 , 7 ]
[ 5 , 6 ], 32, [ 7 , 7 ]
[ 3 , 4 ], 39, [ 5 , 0 ]
[ 3 , 7 ], 28, [ 7 , 0 ]
[ 1 , 6 ], 21, [ 7 , 0 ]
[ 5 , 0 ], 39, [ 0 , 7 ]
[ 3 , 5 ], 47, [ 7 , 1 ]
[ 4 , 1 ], 47, [ 0 , 7 ]
[ 1 , 6 ], 40, [ 0 , 6 ]
[ 7 , 1 ], 51, [ 1 , 1 ]
[ 6 , 2 ], 48, [ 0 , 7 ]
[ 7 , 5 ], 48, [ 1 , 0 ]
[ 2 , 7 ], 47, [ 0 , 1 ]
[ 1 , 6 ], 23, [ 7 , 0 ]
[ 5 , 5 ], 51, [ 6 , 6 ]
[ 0 , 3 ], 43, [ 7 , 4 ]
[ 5 , 5 ], 34, [ 7 , 4 ]
[ 4 , 1 ], 41, [ 0 , 7 ]
[ 1 , 4 ], 24, [ 1 , 1 ]
[ 6 , 4 ], 40, [ 7 , 2 ]
[ 6 , 6 ], 34, [ 7 , 0 ]
[ 4 , 7 ], 42, [ 7 , 1 ]
[ 7 , 4 ], 26, [ 0 , 0 ]
[ 3 , 5 ], 41, [ 4 , 4 ]
[ 4 , 3 ], 47, [ 7 , 6 ]
[ 3 , 3 ], 34, [ 0 , 1 ]
[ 2 , 6 ], 25, [ 0 , 0 ]
[ 3 , 6 ], 54, [ 7 , 3 ]
[ 2 , 2 ], 38, [ 0 , 7 ]
[ 4 , 6 ], 40, [ 7 , 2 ]
[ 0 , 5 ], 34, [ 0 , 2 ]
[ 3 , 5 ], 23, [ 7 , 7 ]
[ 2 , 7 ], 33, [ 0 , 1 ]
[ 1 , 0 ], 41, [ 7 , 0 ]
[ 7 , 0 ], 36, [ 0 , 6 ]
[ 6 , 6 ], 38, [ 4 , 7 ]
[ 1 , 7 ], 40, [ 0 , 7 ]
[ 1 , 0 ], 43, [ 6 , 1 ]
[ 0 , 4 ], 40, [ 7 , 0 ]
[ 1 , 7 ], 26, [ 7 , 2 ]
[ 6 , 0 ], 28, [ 3 , 0 ]
[ 5 , 3 ], 39, [ 7 , 7 ]
[ 5 , 7 ], 23, [ 3 , 7 ]
[ 0 , 0 ], 25, [ 0 , 6 ]
[ 3 , 7 ], 44, [ 3 , 0 ]
[ 1 , 4 ], 11, [ 0 , 7 ]
[ 5 , 3 ], 40, [ 0 , 7 ]
[ 0 , 0 ], 39, [ 4 , 0 ]
[ 1 , 7 ], 27, [ 4 , 0 ]
[ 6 , 6 ], 43, [ 3 , 7 ]
[ 1 , 6 ], 29, [ 6 , 1 ]
[ 6 , 2 ], 33, [ 6 , 0 ]
[ 0 , 3 ], 38, [ 0 , 6 ]
[ 5 , 2 ], 23, [ 7 , 4 ]
[ 5 , 2 ], 34, [ 7 , 1 ]
[ 3 , 6 ], 31, [ 4 , 7 ]
[ 2 , 2 ], 25, [ 0 , 0 ]
[ 4 , 3 ], 43, [ 4 , 7 ]
[ 1 , 6 ], 48, [ 7 , 1 ]
[ 4 , 3 ], 29, [ 0 , 7 ]
[ 7 , 3 ], 23, [ 1 , 7 ]
[ 7 , 3 ], 41, [ 1 , 7 ]
[ 4 , 4 ], 36, [ 0 , 7 ]
[ 4 , 0 ], 48, [ 4 , 7 ]
[ 4 , 4 ], 23, [ 6 , 0 ]
[ 0 , 7 ], 39, [ 5 , 0 ]
[ 5 , 1 ], 37, [ 6 , 4 ]
[ 7 , 7 ], 42, [ 7 , 6 ]
[ 4 , 1 ], 50, [ 0 , 0 ]
[ 2 , 5 ], 16, [ 5 , 7 ]
[ 1 , 0 ], 49, [ 7 , 0 ]
[ 3 , 2 ], 37, [ 7 , 4 ]
[ 6 , 3 ], 17, [ 1 , 0 ]
[ 7 , 6 ], 40, [ 7 , 3 ]
[ 1 , 5 ], 33, [ 0 , 0 ]
[ 1 , 0 ], 25, [ 0 , 5 ]
[ 7 , 5 ], 42, [ 7 , 4 ]
[ 3 , 0 ], 38, [ 1 , 1 ]
[ 7 , 6 ], 36, [ 6 , 0 ]
[ 6 , 7 ], 47, [ 7 , 2 ]
[ 7 , 4 ], 56, [ 7 , 1 ]
[ 7 , 1 ], 42, [ 0 , 7 ]
[ 0 , 2 ], 22, [ 0 , 7 ]
[ 3 , 0 ], 28, [ 7 , 7 ]
[ 7 , 2 ], 36, [ 0 , 6 ]
[ 6 , 0 ], 29, [ 3 , 7 ]
[ 5 , 2 ], 29, [ 7 , 6 ]
[ 0 , 5 ], 35, [ 4 , 7 ]
[ 1 , 1 ], 22, [ 0 , 7 ]
[ 6 , 6 ], 40, [ 1 , 0 ]
[ 6 , 7 ], 23, [ 0 , 7 ]
[ 2 , 6 ], 14, [ 6 , 7 ]
[ 2 , 0 ], 44, [ 0 , 1 ]
[ 3 , 6 ], 25, [ 0 , 7 ]
[ 0 , 2 ], 42, [ 0 , 3 ]
[ 3 , 2 ], 35, [ 7 , 2 ]
[ 0 , 5 ], 50, [ 1 , 7 ]
[ 4 , 4 ], 30, [ 7 , 6 ]
[ 3 , 0 ], 38, [ 7 , 7 ]
[ 4 , 5 ], 35, [ 3 , 0 ]
[ 2 , 0 ], 23, [ 0 , 0 ]
[ 1 , 6 ], 19, [ 7 , 0 ]
[ 3 , 5 ], 24, [ 0 , 7 ]
[ 4 , 1 ], 20, [ 0 , 6 ]
[ 5 , 2 ], 49, [ 1 , 0 ]
[ 2 , 2 ], 27, [ 7 , 7 ]
[ 4 , 7 ], 19, [ 3 , 0 ]
[ 6 , 6 ], 40, [ 7 , 4 ]
[ 4 , 3 ], 24, [ 0 , 0 ]
[ 7 , 3 ], 42, [ 6 , 1 ]
[ 4 , 4 ], 25, [ 7 , 1 ]
[ 5 , 4 ], 46, [ 0 , 0 ]
[ 3 , 2 ], 31, [ 0 , 3 ]
[ 2 , 3 ], 42, [ 6 , 6 ]
[ 3 , 1 ], 29, [ 3 , 7 ]
[ 0 , 4 ], 43, [ 3 , 1 ]
[ 1 , 3 ], 38, [ 3 , 6 ]
[ 4 , 4 ], 38, [ 1 , 6 ]
[ 5 , 4 ], 38, [ 0 , 0 ]
[ 5 , 5 ], 11, [ 0 , 6 ]
[ 6 , 4 ], 44, [ 2 , 7 ]
[ 2 , 7 ], 44, [ 6 , 0 ]
[ 4 , 0 ], 34, [ 5 , 0 ]
[ 6 , 6 ], 39, [ 3 , 7 ]
[ 5 , 7 ], 41, [ 7 , 7 ]
[ 4 , 3 ], 42, [ 1 , 7 ]
[ 1 , 6 ], 39, [ 6 , 7 ]
[ 6 , 5 ], 42, [ 7 , 7 ]
[ 3 , 2 ], 50, [ 0 , 0 ]
[ 1 , 2 ], 33, [ 7 , 6 ]
[ 7 , 6 ], 34, [ 0 , 0 ]
[ 7 , 3 ], 41, [ 0 , 6 ]
[ 5 , 3 ], 42, [ 7 , 4 ]
[ 7 , 1 ], 32, [ 7 , 6 ]
[ 2 , 4 ], 41, [ 3 , 7 ]
[ 0 , 0 ], 45, [ 7 , 3 ]
[ 3 , 7 ], 40, [ 7 , 4 ]
[ 2 , 5 ], 26, [ 0 , 0 ]
[ 3 , 7 ], 48, [ 2 , 7 ]
[ 3 , 3 ], 47, [ 7 , 3 ]
[ 4 , 3 ], 37, [ 7 , 2 ]
[ 1 , 6 ], 45, [ 0 , 7 ]
[ 0 , 1 ], 41, [ 2 , 7 ]
[ 2 , 2 ], 33, [ 0 , 0 ]
[ 2 , 5 ], 18, [ 0 , 6 ]
[ 4 , 7 ], 37, [ 1 , 0 ]
[ 5 , 0 ], 38, [ 7 , 1 ]
[ 7 , 1 ], 32, [ 7 , 0 ]
[ 1 , 7 ], 18, [ 0 , 7 ]
[ 4 , 7 ], 41, [ 0 , 5 ]
[ 5 , 0 ], 42, [ 7 , 7 ]
[ 3 , 4 ], 35, [ 0 , 1 ]
[ 2 , 7 ], 30, [ 7 , 7 ]
[ 5 , 6 ], 49, [ 3 , 0 ]
[ 1 , 6 ], 26, [ 4 , 0 ]
[ 2 , 2 ], 34, [ 1 , 0 ]
[ 0 , 3 ], 49, [ 6 , 7 ]
[ 3 , 4 ], 33, [ 4 , 7 ]
[ 6 , 6 ], 48, [ 5 , 0 ]
[ 4 , 3 ], 39, [ 7 , 0 ]
[ 2 , 2 ], 28, [ 0 , 7 ]
[ 5 , 7 ], 12, [ 6 , 7 ]
[ 0 , 4 ], 21, [ 7 , 7 ]
[ 3 , 7 ], 47, [ 7 , 7 ]
[ 6 , 4 ], 42, [ 0 , 3 ]
[ 3 , 2 ], 22, [ 7 , 7 ]
[ 6 , 4 ], 39, [ 1 , 7 ]
[ 4 , 2 ], 17, [ 7 , 7 ]
[ 5 , 3 ], 45, [ 7 , 3 ]
[ 6 , 4 ], 43, [ 6 , 6 ]
[ 2 , 2 ], 44, [ 0 , 7 ]
[ 4 , 4 ], 32, [ 6 , 1 ]
[ 5 , 6 ], 33, [ 0 , 7 ]
[ 6 , 5 ], 43, [ 1 , 0 ]
[ 2 , 2 ], 32, [ 0 , 7 ]
[ 5 , 6 ], 42, [ 1 , 7 ]
[ 0 , 0 ], 13, [ 7 , 1 ]
[ 7 , 1 ], 37, [ 2 , 0 ]
[ 0 , 7 ], 43, [ 3 , 0 ]
[ 4 , 7 ], 23, [ 0 , 7 ]
[ 0 , 3 ], 24, [ 1 , 7 ]
[ 6 , 5 ], 54, [ 0 , 6 ]
[ 0 , 4 ], 39, [ 7 , 7 ]
[ 0 , 3 ], 39, [ 5 , 4 ]
[ 6 , 3 ], 18, [ 7 , 1 ]
[ 7 , 5 ], 46, [ 0 , 7 ]
[ 2 , 0 ], 41, [ 3 , 7 ]
[ 4 , 6 ], 28, [ 1 , 6 ]
[ 1 , 6 ], 13, [ 1 , 0 ]
